,url,amount,bakers
0,https://www.hooandja.ee/projekt/must-kass-ja-mustikas,6,13
1,https://www.hooandja.ee/projekt/must-kass-ja-mustikas,14,89
2,https://www.hooandja.ee/projekt/must-kass-ja-mustikas,25,60
3,https://www.hooandja.ee/projekt/must-kass-ja-mustikas,85,4
4,https://www.hooandja.ee/projekt/must-kass-ja-mustikas,150,5
5,https://www.hooandja.ee/projekt/teraapia-ja-meelesusteemideaed-aegviitu,5,23
6,https://www.hooandja.ee/projekt/teraapia-ja-meelesusteemideaed-aegviitu,15,12
7,https://www.hooandja.ee/projekt/teraapia-ja-meelesusteemideaed-aegviitu,25,17
8,https://www.hooandja.ee/projekt/teraapia-ja-meelesusteemideaed-aegviitu,45,11
9,https://www.hooandja.ee/projekt/teraapia-ja-meelesusteemideaed-aegviitu,100,5
10,https://www.hooandja.ee/projekt/exitus,5,6
11,https://www.hooandja.ee/projekt/exitus,10,4
12,https://www.hooandja.ee/projekt/exitus,15,8
13,https://www.hooandja.ee/projekt/exitus,20,22
14,https://www.hooandja.ee/projekt/exitus,25,6
15,https://www.hooandja.ee/projekt/exitus,50,4
16,https://www.hooandja.ee/projekt/luhifilm-ohver,10,9
17,https://www.hooandja.ee/projekt/luhifilm-ohver,15,10
18,https://www.hooandja.ee/projekt/luhifilm-ohver,20,1
19,https://www.hooandja.ee/projekt/luhifilm-ohver,24,1
20,https://www.hooandja.ee/projekt/luhifilm-ohver,25,16
21,https://www.hooandja.ee/projekt/luhifilm-ohver,35,9
22,https://www.hooandja.ee/projekt/luhifilm-ohver,100,0
23,https://www.hooandja.ee/projekt/luhifilm-ohver,250,0
24,https://www.hooandja.ee/projekt/luhifilm-ohver,500,0
25,https://www.hooandja.ee/projekt/luhifilm-ohver,2000,0
26,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,5,7
27,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,10,32
28,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,15,23
29,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,20,15
30,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,25,72
31,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,30,27
32,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,40,10
33,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,50,17
34,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,75,4
35,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,125,1
36,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,300,0
37,https://www.hooandja.ee/projekt/mari-kalkuni-ounaaia-luhialbum,500,3
38,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,1,10
39,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,7,7
40,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,18,43
41,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,44,6
42,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,88,4
43,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,222,0
44,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,333,0
45,https://www.hooandja.ee/projekt/kinkeraamat-onnelikteekond-becominghappy,555,0
46,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,5,19
47,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,10,3
48,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,15,1
49,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,20,49
50,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,20,6
51,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,25,43
52,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,30,88
53,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,50,8
54,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,100,10
55,https://www.hooandja.ee/projekt/lexsoul-dancemachine-lexplosion-ii-album,1000,0
56,https://www.hooandja.ee/projekt/valeri-maksimovi-elulooraamat,5,4
57,https://www.hooandja.ee/projekt/valeri-maksimovi-elulooraamat,15,15
58,https://www.hooandja.ee/projekt/valeri-maksimovi-elulooraamat,25,16
59,https://www.hooandja.ee/projekt/valeri-maksimovi-elulooraamat,40,1
60,https://www.hooandja.ee/projekt/valeri-maksimovi-elulooraamat,50,0
61,https://www.hooandja.ee/projekt/valeri-maksimovi-elulooraamat,100,4
62,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,5,22
63,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,10,13
64,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,15,20
65,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,30,9
66,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,50,6
67,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,100,1
68,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,200,1
69,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,300,0
70,https://www.hooandja.ee/projekt/narva-airsoft-cqb-areen,500,2
71,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,5,42
72,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,10,54
73,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,25,46
74,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,50,48
75,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,100,7
76,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,250,1
77,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,500,2
78,https://www.hooandja.ee/projekt/voronja-skulptuuride-aed,1000,1
79,https://www.hooandja.ee/projekt/film-ankeet,1,19
80,https://www.hooandja.ee/projekt/film-ankeet,5,10
81,https://www.hooandja.ee/projekt/film-ankeet,10,44
82,https://www.hooandja.ee/projekt/film-ankeet,25,18
83,https://www.hooandja.ee/projekt/film-ankeet,40,9
84,https://www.hooandja.ee/projekt/film-ankeet,50,8
85,https://www.hooandja.ee/projekt/film-ankeet,100,1
86,https://www.hooandja.ee/projekt/film-ankeet,200,0
87,https://www.hooandja.ee/projekt/film-ankeet,500,0
88,https://www.hooandja.ee/projekt/film-ankeet,1000,0
89,https://www.hooandja.ee/projekt/curly-strings-heategevuslik-album-lastele,5,25
90,https://www.hooandja.ee/projekt/curly-strings-heategevuslik-album-lastele,9,3
91,https://www.hooandja.ee/projekt/curly-strings-heategevuslik-album-lastele,12,65
92,https://www.hooandja.ee/projekt/curly-strings-heategevuslik-album-lastele,19,374
93,https://www.hooandja.ee/projekt/curly-strings-heategevuslik-album-lastele,50,58
94,https://www.hooandja.ee/projekt/curly-strings-heategevuslik-album-lastele,100,10
95,https://www.hooandja.ee/projekt/elsewhere-today,3,3
96,https://www.hooandja.ee/projekt/elsewhere-today,12,4
97,https://www.hooandja.ee/projekt/elsewhere-today,15,32
98,https://www.hooandja.ee/projekt/elsewhere-today,27,4
99,https://www.hooandja.ee/projekt/elsewhere-today,40,11
100,https://www.hooandja.ee/projekt/elsewhere-today,65,4
101,https://www.hooandja.ee/projekt/elsewhere-today,100,2
102,https://www.hooandja.ee/projekt/elsewhere-today,300,0
103,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,5,6
104,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,10,2
105,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,20,151
106,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,35,22
107,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,100,7
108,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,200,0
109,https://www.hooandja.ee/projekt/raamat-soltumatu-naine,300,0
110,https://www.hooandja.ee/projekt/ei-taha-ei-taha,5,2
111,https://www.hooandja.ee/projekt/ei-taha-ei-taha,10,3
112,https://www.hooandja.ee/projekt/ei-taha-ei-taha,15,6
113,https://www.hooandja.ee/projekt/ei-taha-ei-taha,25,7
114,https://www.hooandja.ee/projekt/ei-taha-ei-taha,50,4
115,https://www.hooandja.ee/projekt/ei-taha-ei-taha,300,0
116,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,5,6
117,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,10,10
118,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,15,4
119,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,25,11
120,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,30,5
121,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,50,6
122,https://www.hooandja.ee/projekt/puhja-kiriku-luhtrite-restaureerimine,100,4
123,https://www.hooandja.ee/projekt/templihoidjad,5,15
124,https://www.hooandja.ee/projekt/templihoidjad,10,31
125,https://www.hooandja.ee/projekt/templihoidjad,15,3
126,https://www.hooandja.ee/projekt/templihoidjad,20,5
127,https://www.hooandja.ee/projekt/templihoidjad,25,36
128,https://www.hooandja.ee/projekt/templihoidjad,32,5
129,https://www.hooandja.ee/projekt/templihoidjad,40,3
130,https://www.hooandja.ee/projekt/templihoidjad,50,2
131,https://www.hooandja.ee/projekt/templihoidjad,50,1
132,https://www.hooandja.ee/projekt/templihoidjad,75,0
133,https://www.hooandja.ee/projekt/templihoidjad,100,2
134,https://www.hooandja.ee/projekt/templihoidjad,120,2
135,https://www.hooandja.ee/projekt/templihoidjad,130,0
136,https://www.hooandja.ee/projekt/templihoidjad,150,0
137,https://www.hooandja.ee/projekt/templihoidjad,185,3
138,https://www.hooandja.ee/projekt/templihoidjad,250,0
139,https://www.hooandja.ee/projekt/templihoidjad,300,2
140,https://www.hooandja.ee/projekt/templihoidjad,450,1
141,https://www.hooandja.ee/projekt/palavikulilled,1,11
142,https://www.hooandja.ee/projekt/palavikulilled,5,1
143,https://www.hooandja.ee/projekt/palavikulilled,10,1
144,https://www.hooandja.ee/projekt/palavikulilled,12,26
145,https://www.hooandja.ee/projekt/palavikulilled,15,124
146,https://www.hooandja.ee/projekt/palavikulilled,25,36
147,https://www.hooandja.ee/projekt/palavikulilled,40,3
148,https://www.hooandja.ee/projekt/palavikulilled,50,0
149,https://www.hooandja.ee/projekt/palavikulilled,100,9
150,https://www.hooandja.ee/projekt/palavikulilled,500,0
151,https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,5,4
152,https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,18,36
153,https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,35,12
154,https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,65,4
155,https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,90,1
156,https://www.hooandja.ee/projekt/joel-remmel-live-taff-club,500,0
157,https://www.hooandja.ee/projekt/raamatu-koige-magusam-vili-ii-osa-valjaandmine,15,23
158,https://www.hooandja.ee/projekt/raamatu-koige-magusam-vili-ii-osa-valjaandmine,30,8
159,https://www.hooandja.ee/projekt/raamatu-koige-magusam-vili-ii-osa-valjaandmine,45,4
160,https://www.hooandja.ee/projekt/dago-kute,15,393
161,https://www.hooandja.ee/projekt/dago-kute,40,142
162,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,5,6
163,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,10,9
164,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,15,17
165,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,20,3
166,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,30,10
167,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,50,10
168,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,100,4
169,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,300,1
170,https://www.hooandja.ee/projekt/ansambli-boamadu-luhialbum-20,600,0
171,https://www.hooandja.ee/projekt/madalseiklusrada-laulasmaa-koolile,5,38
172,https://www.hooandja.ee/projekt/madalseiklusrada-laulasmaa-koolile,10,45
173,https://www.hooandja.ee/projekt/madalseiklusrada-laulasmaa-koolile,25,29
174,https://www.hooandja.ee/projekt/madalseiklusrada-laulasmaa-koolile,50,16
175,https://www.hooandja.ee/projekt/madalseiklusrada-laulasmaa-koolile,100,25
176,https://www.hooandja.ee/projekt/culpas-leo-pold-muusikavideo,5,6
177,https://www.hooandja.ee/projekt/culpas-leo-pold-muusikavideo,20,8
178,https://www.hooandja.ee/projekt/culpas-leo-pold-muusikavideo,50,3
179,https://www.hooandja.ee/projekt/culpas-leo-pold-muusikavideo,100,4
180,https://www.hooandja.ee/projekt/culpas-leo-pold-muusikavideo,500,0
181,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,5,8
182,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,10,26
183,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,15,26
184,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,16,4
185,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,20,206
186,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,25,16
187,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,26,2
188,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,30,16
189,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,35,18
190,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,45,17
191,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,50,15
192,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,51,1
193,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,60,10
194,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,100,4
195,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,150,2
196,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,300,1
197,https://www.hooandja.ee/projekt/kristiina-ehini-uue-luulekogu-janu-koikidel-uks-valjaandmine,500,1
198,https://www.hooandja.ee/projekt/raamat-riigid-mida-pole-olemas,6,4
199,https://www.hooandja.ee/projekt/raamat-riigid-mida-pole-olemas,10,9
200,https://www.hooandja.ee/projekt/raamat-riigid-mida-pole-olemas,25,62
201,https://www.hooandja.ee/projekt/raamat-riigid-mida-pole-olemas,40,18
202,https://www.hooandja.ee/projekt/raamat-riigid-mida-pole-olemas,200,7
203,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,5,5
204,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,10,8
205,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,25,24
206,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,50,17
207,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,100,14
208,https://www.hooandja.ee/projekt/kevin-jurs-crossfit-gamesile-2020,250,2
209,https://www.hooandja.ee/projekt/rupert-sheldrake-eestis-teadus-ja-vaimne-praktika,5,8
210,https://www.hooandja.ee/projekt/rupert-sheldrake-eestis-teadus-ja-vaimne-praktika,15,59
211,https://www.hooandja.ee/projekt/rupert-sheldrake-eestis-teadus-ja-vaimne-praktika,35,30
212,https://www.hooandja.ee/projekt/rupert-sheldrake-eestis-teadus-ja-vaimne-praktika,200,8
213,https://www.hooandja.ee/projekt/rupert-sheldrake-eestis-teadus-ja-vaimne-praktika,500,3
214,https://www.hooandja.ee/projekt/merisiil-ja-karuake,5,8
215,https://www.hooandja.ee/projekt/merisiil-ja-karuake,10,3
216,https://www.hooandja.ee/projekt/merisiil-ja-karuake,15,12
217,https://www.hooandja.ee/projekt/merisiil-ja-karuake,25,16
218,https://www.hooandja.ee/projekt/merisiil-ja-karuake,50,13
219,https://www.hooandja.ee/projekt/merisiil-ja-karuake,300,1
220,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,5,2
221,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,20,9
222,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,25,29
223,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,50,25
224,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,75,6
225,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,100,24
226,https://www.hooandja.ee/projekt/stephane-grappelli-elulooraamat,500,1
227,https://www.hooandja.ee/projekt/prints-ja-kerjus,5,97
228,https://www.hooandja.ee/projekt/prints-ja-kerjus,25,56
229,https://www.hooandja.ee/projekt/prints-ja-kerjus,50,10
230,https://www.hooandja.ee/projekt/prints-ja-kerjus,100,6
231,https://www.hooandja.ee/projekt/prints-ja-kerjus,250,1
232,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,5,9
233,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,15,15
234,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,25,8
235,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,35,3
236,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,50,4
237,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,80,0
238,https://www.hooandja.ee/projekt/multimeedia-naitus-kondas-120,100,1
239,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,5,8
240,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,10,7
241,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,25,15
242,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,50,4
243,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,100,2
244,https://www.hooandja.ee/projekt/voistlustelk-pontiacile,150,1
245,https://www.hooandja.ee/projekt/volumetsa-rajamine-vorumaal,1,11
246,https://www.hooandja.ee/projekt/volumetsa-rajamine-vorumaal,10,61
247,https://www.hooandja.ee/projekt/volumetsa-rajamine-vorumaal,35,20
248,https://www.hooandja.ee/projekt/volumetsa-rajamine-vorumaal,50,17
249,https://www.hooandja.ee/projekt/volumetsa-rajamine-vorumaal,150,8
250,https://www.hooandja.ee/projekt/te-ma,5,2
251,https://www.hooandja.ee/projekt/te-ma,10,26
252,https://www.hooandja.ee/projekt/te-ma,20,6
253,https://www.hooandja.ee/projekt/te-ma,30,7
254,https://www.hooandja.ee/projekt/te-ma,40,3
255,https://www.hooandja.ee/projekt/alar-tuule-autoriraamat,5,7
256,https://www.hooandja.ee/projekt/alar-tuule-autoriraamat,25,37
257,https://www.hooandja.ee/projekt/alar-tuule-autoriraamat,75,6
258,https://www.hooandja.ee/projekt/alar-tuule-autoriraamat,200,7
259,https://www.hooandja.ee/projekt/keila-kooli-64-lennu-moeshow,5,6
260,https://www.hooandja.ee/projekt/keila-kooli-64-lennu-moeshow,10,7
261,https://www.hooandja.ee/projekt/keila-kooli-64-lennu-moeshow,25,10
262,https://www.hooandja.ee/projekt/keila-kooli-64-lennu-moeshow,50,2
263,https://www.hooandja.ee/projekt/keila-kooli-64-lennu-moeshow,75,0
264,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,5,9
265,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,10,27
266,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,20,8
267,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,25,37
268,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,40,4
269,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,50,8
270,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,80,10
271,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,190,3
272,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,300,1
273,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,500,1
274,https://www.hooandja.ee/projekt/siiri-siimeri-lastelaulud-koik-mis-juhtub-ja-ei-juhtu,1000,1
275,https://www.hooandja.ee/projekt/raamatusiil,1,33
276,https://www.hooandja.ee/projekt/raamatusiil,15,44
277,https://www.hooandja.ee/projekt/raamatusiil,25,22
278,https://www.hooandja.ee/projekt/raamatusiil,50,5
279,https://www.hooandja.ee/projekt/raamatusiil,100,3
280,https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,5,3
281,https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,10,3
282,https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,15,1
283,https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,20,4
284,https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,25,7
285,https://www.hooandja.ee/projekt/luulekogu-avastamata-volumaa,30,3
286,https://www.hooandja.ee/projekt/meie-mets,1,12
287,https://www.hooandja.ee/projekt/meie-mets,5,19
288,https://www.hooandja.ee/projekt/meie-mets,10,42
289,https://www.hooandja.ee/projekt/meie-mets,15,12
290,https://www.hooandja.ee/projekt/meie-mets,25,22
291,https://www.hooandja.ee/projekt/meie-mets,35,30
292,https://www.hooandja.ee/projekt/meie-mets,250,1
293,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,5,8
294,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,10,20
295,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,20,10
296,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,30,2
297,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,50,10
298,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,100,6
299,https://www.hooandja.ee/projekt/dokumentaalfilm-miks-sa-liigud,300,0
300,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,5,4
301,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,10,4
302,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,15,4
303,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,20,18
304,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,50,3
305,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,100,2
306,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,300,1
307,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,500,0
308,https://www.hooandja.ee/projekt/ansambel-elvuse-cd-marsi-udud,800,0
309,https://www.hooandja.ee/projekt/kogumik-paras-paar,10,14
310,https://www.hooandja.ee/projekt/kogumik-paras-paar,20,42
311,https://www.hooandja.ee/projekt/kogumik-paras-paar,30,21
312,https://www.hooandja.ee/projekt/kogumik-paras-paar,40,3
313,https://www.hooandja.ee/projekt/kogumik-paras-paar,75,3
314,https://www.hooandja.ee/projekt/kogumik-paras-paar,500,1
315,https://www.hooandja.ee/projekt/kogumik-paras-paar,750,0
316,https://www.hooandja.ee/projekt/eduard-taska-kultuurilooklassi-antiiksed-papikaarid,5,17
317,https://www.hooandja.ee/projekt/eduard-taska-kultuurilooklassi-antiiksed-papikaarid,15,17
318,https://www.hooandja.ee/projekt/eduard-taska-kultuurilooklassi-antiiksed-papikaarid,25,12
319,https://www.hooandja.ee/projekt/eduard-taska-kultuurilooklassi-antiiksed-papikaarid,40,8
320,https://www.hooandja.ee/projekt/eduard-taska-kultuurilooklassi-antiiksed-papikaarid,250,2
321,https://www.hooandja.ee/projekt/nord-east-battle-2020,5,9
322,https://www.hooandja.ee/projekt/nord-east-battle-2020,10,10
323,https://www.hooandja.ee/projekt/nord-east-battle-2020,30,3
324,https://www.hooandja.ee/projekt/nord-east-battle-2020,50,2
325,https://www.hooandja.ee/projekt/nord-east-battle-2020,100,2
326,https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,5,14
327,https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,10,1
328,https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,15,15
329,https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,25,21
330,https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,35,5
331,https://www.hooandja.ee/projekt/lasteraamat-vapper-koiott-oskar,100,4
332,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,10,6
333,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,15,14
334,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,15,2
335,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,25,2
336,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,30,6
337,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,40,1
338,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,45,7
339,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,100,1
340,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,500,0
341,https://www.hooandja.ee/projekt/carine-jessica-album-ctrl-alt-del,1200,0
342,https://www.hooandja.ee/projekt/oratoorium-kristus,5,29
343,https://www.hooandja.ee/projekt/oratoorium-kristus,10,9
344,https://www.hooandja.ee/projekt/oratoorium-kristus,20,22
345,https://www.hooandja.ee/projekt/oratoorium-kristus,40,5
346,https://www.hooandja.ee/projekt/oratoorium-kristus,50,5
347,https://www.hooandja.ee/projekt/oratoorium-kristus,75,4
348,https://www.hooandja.ee/projekt/oratoorium-kristus,100,0
349,https://www.hooandja.ee/projekt/oratoorium-kristus,500,0
350,https://www.hooandja.ee/projekt/oratoorium-kristus,750,1
351,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,5,14
352,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,10,20
353,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,15,16
354,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,25,51
355,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,35,7
356,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,50,3
357,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,65,3
358,https://www.hooandja.ee/projekt/luulekogu-eluiluvalu,200,1
359,https://www.hooandja.ee/projekt/karjase-sai-avab-kohvikut,5,14
360,https://www.hooandja.ee/projekt/karjase-sai-avab-kohvikut,20,103
361,https://www.hooandja.ee/projekt/karjase-sai-avab-kohvikut,25,38
